SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1146972,223260,Consumer loans,16915.86,205191.0,231597.0,0.0,205191.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-482,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,4000,Consumer electronics,18.0,middle,POS household with interest,365243.0,-451.0,59.0,365243.0,365243.0,0.0
1190775,394706,Consumer loans,8207.01,88191.0,88191.0,0.0,88191.0,SATURDAY,16,Y,1,0.0,,,XAP,Approved,-415,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,100,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-383.0,-53.0,-263.0,-260.0,0.0
2319125,218182,Revolving loans,22500.0,337500.0,900000.0,,337500.0,TUESDAY,12,N,0,,,,XAP,Refused,-667,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
2368002,353320,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-469,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1352047,221732,Cash loans,19181.25,697500.0,697500.0,,697500.0,FRIDAY,8,Y,1,,,,Repairs,Refused,-295,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1657961,267427,Consumer loans,20381.445,203836.5,183451.5,20385.0,203836.5,THURSDAY,15,Y,1,0.1089163039093498,,,XAP,Refused,-2434,Cash through the bank,HC,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,-1,Consumer electronics,10.0,low_normal,POS household without interest,,,,,,
1502811,156064,Consumer loans,,85455.0,85455.0,,85455.0,SUNDAY,13,Y,1,,,,XAP,Unused offer,-860,Cash through the bank,CLIENT,Family,Repeater,Computers,XNA,XNA,Regional / Local,200,Consumer electronics,,XNA,POS household with interest,,,,,,
2613584,148742,Consumer loans,16204.725,175941.0,157941.0,18000.0,175941.0,TUESDAY,11,Y,1,0.11142164909621044,,,XAP,Approved,-1504,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,140,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1473.0,-1143.0,-1143.0,-1128.0,0.0
2018048,446401,Consumer loans,17131.14,166500.0,156735.0,22500.0,166500.0,FRIDAY,14,Y,1,0.136717412640084,,,XAP,Approved,-1880,Cash through the bank,XAP,Unaccompanied,New,Vehicles,POS,XNA,Stone,26,Industry,12.0,high,POS industry with interest,365243.0,-1846.0,-1516.0,-1516.0,-1262.0,0.0
2821951,368423,Consumer loans,20430.81,106816.5,112455.0,0.0,106816.5,WEDNESDAY,12,Y,1,0.0,,,XAP,Approved,-471,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,200,Furniture,6.0,middle,POS industry with interest,365243.0,-440.0,-290.0,-290.0,-285.0,0.0
1643420,167799,Revolving loans,2250.0,45000.0,45000.0,,45000.0,TUESDAY,10,Y,1,,,,XAP,Approved,-331,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Stone,200,Furniture,0.0,XNA,Card Street,-308.0,-260.0,365243.0,365243.0,365243.0,0.0
2824923,143729,Consumer loans,7774.11,65020.5,70744.5,0.0,65020.5,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-616,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-582.0,-312.0,-492.0,-488.0,0.0
1108914,275638,Consumer loans,21795.525,236569.5,236569.5,0.0,236569.5,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-226,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Regional / Local,30,Construction,12.0,low_action,POS industry without interest,365243.0,-196.0,134.0,365243.0,365243.0,0.0
1837346,455044,Consumer loans,12917.88,98941.5,107649.0,0.0,98941.5,FRIDAY,8,Y,1,0.0,,,XAP,Approved,-572,XNA,XAP,,Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,10.0,middle,POS household with interest,365243.0,-540.0,-270.0,-270.0,-262.0,0.0
2780470,382685,Consumer loans,11866.41,170541.0,199804.5,0.0,170541.0,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-645,XNA,XAP,,Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,24.0,middle,POS household with interest,365243.0,-615.0,75.0,365243.0,365243.0,1.0
2543477,132150,Consumer loans,19517.265,178357.5,193662.0,0.0,178357.5,THURSDAY,9,Y,1,0.0,,,XAP,Approved,-561,XNA,XAP,,New,Audio/Video,POS,XNA,Country-wide,1500,Consumer electronics,12.0,middle,POS household with interest,365243.0,-529.0,-199.0,-199.0,-194.0,0.0
2324477,344934,Consumer loans,10056.915,67275.0,72823.5,0.0,67275.0,SUNDAY,10,Y,1,0.0,,,XAP,Approved,-2197,XNA,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,120,Furniture,10.0,high,POS industry with interest,365243.0,-2163.0,-1893.0,-1893.0,-1546.0,0.0
2485301,170414,Consumer loans,5750.64,29385.0,29385.0,0.0,29385.0,WEDNESDAY,12,Y,1,0.0,,,XAP,Refused,-2344,XNA,SCO,Other_A,Repeater,Furniture,POS,XNA,Stone,120,Furniture,6.0,high,POS industry with interest,,,,,,
1338383,114328,Consumer loans,13751.37,170311.5,136246.5,34065.0,170311.5,MONDAY,10,Y,1,0.2178354475075483,,,XAP,Refused,-305,Cash through the bank,HC,,Repeater,Furniture,POS,XNA,Stone,727,Furniture,12.0,middle,POS industry with interest,,,,,,
1060835,423778,Consumer loans,49106.475,269077.5,277956.0,0.0,269077.5,WEDNESDAY,8,Y,1,0.0,,,XAP,Approved,-798,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,1178,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-767.0,-617.0,-617.0,-610.0,0.0
2397349,234094,Cash loans,14269.86,67500.0,69727.5,,67500.0,FRIDAY,16,Y,1,,,,Medicine,Approved,-797,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Country-wide,20,Connectivity,6.0,high,Cash Street: high,365243.0,-767.0,-617.0,-617.0,-613.0,1.0
1669367,101479,Cash loans,17079.255,135000.0,143910.0,,135000.0,SATURDAY,11,Y,1,,,,XNA,Approved,-1089,Cash through the bank,XAP,Family,New,XNA,Cash,walk-in,Country-wide,44,Connectivity,12.0,high,Cash Street: high,365243.0,-1059.0,-729.0,-789.0,-787.0,1.0
2676092,307044,Consumer loans,17408.655,156825.0,141075.0,15750.0,156825.0,WEDNESDAY,9,Y,1,0.10937785313682012,,,XAP,Approved,-1528,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,33,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1492.0,-1222.0,-1222.0,-1216.0,0.0
2195939,340546,Revolving loans,9000.0,0.0,67500.0,,,SUNDAY,13,N,1,,,,XAP,Refused,-2725,XNA,HC,,Repeater,XNA,Cards,x-sell,Country-wide,71,Connectivity,0.0,XNA,Card Street,,,,,,
1575932,162410,Consumer loans,4431.915,32080.5,32080.5,0.0,32080.5,WEDNESDAY,21,Y,1,0.0,,,XAP,Approved,-14,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,51,Connectivity,10.0,high,POS mobile with interest,365243.0,365243.0,293.0,365243.0,365243.0,0.0
1705996,352051,Consumer loans,,141660.0,141660.0,0.0,141660.0,WEDNESDAY,17,Y,1,0.0,,,XAP,Unused offer,-922,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,51,Connectivity,,XNA,POS mobile with interest,,,,,,
1017424,250662,Consumer loans,6408.54,79372.215,63495.0,15877.215,79372.215,SUNDAY,16,Y,1,0.21785621729445007,0.1891363481808909,0.8350951374207188,XAP,Approved,-135,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,51,Connectivity,12.0,middle,POS mobile with interest,365243.0,-100.0,230.0,-40.0,-37.0,0.0
2600043,205731,Consumer loans,3957.48,32409.0,24952.5,9000.0,32409.0,WEDNESDAY,13,Y,1,0.2886920898849327,,,XAP,Approved,-2723,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,38,Connectivity,8.0,low_normal,POS mobile with interest,365243.0,-2692.0,-2482.0,-2482.0,-2474.0,1.0
1986388,386554,Consumer loans,6846.75,35550.0,33579.0,3555.0,35550.0,SATURDAY,15,Y,1,0.10426342925131099,,,XAP,Approved,-2186,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,74,Connectivity,6.0,high,POS mobile with interest,365243.0,-2143.0,-1993.0,-2023.0,-2010.0,0.0
1229667,424646,Consumer loans,3332.025,21492.0,20619.0,2151.0,21492.0,THURSDAY,9,Y,1,0.10288250089831112,,,XAP,Approved,-2222,XNA,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,117,Consumer electronics,8.0,high,POS household with interest,365243.0,-2180.0,-1970.0,-1970.0,-1967.0,0.0
1050950,163531,Consumer loans,8795.07,175005.0,157504.5,17500.5,175005.0,MONDAY,11,Y,1,0.1089090909090909,,,XAP,Approved,-60,Cash through the bank,XAP,,Repeater,Medical Supplies,POS,XNA,Stone,30,XNA,24.0,low_normal,POS industry with interest,365243.0,-29.0,661.0,365243.0,365243.0,0.0
2639701,206592,Consumer loans,7203.78,136813.5,136813.5,0.0,136813.5,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-1227,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,139,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-1196.0,-506.0,-506.0,-492.0,0.0
2408426,389691,Consumer loans,83041.2,900000.0,810000.0,90000.0,900000.0,WEDNESDAY,16,Y,1,0.1089090909090909,,,XAP,Approved,-329,XNA,XAP,,Repeater,Construction Materials,POS,XNA,Stone,20,Construction,12.0,middle,POS industry with interest,365243.0,-298.0,32.0,-118.0,-115.0,0.0
2113948,169809,Consumer loans,6109.74,27450.0,29079.0,0.0,27450.0,THURSDAY,11,Y,1,0.0,,,XAP,Approved,-357,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,100,Consumer electronics,6.0,high,POS household with interest,365243.0,-327.0,-177.0,-177.0,-172.0,1.0
1703480,240173,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-200,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),4,XNA,,XNA,Cash,,,,,,
1117709,104260,Consumer loans,,65646.0,65646.0,0.0,65646.0,SATURDAY,12,Y,1,0.0,,,XAP,Unused offer,-363,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,70,Connectivity,,XNA,POS mobile with interest,,,,,,
2474861,185713,Cash loans,21278.655,585000.0,677664.0,,585000.0,WEDNESDAY,10,Y,1,,,,XNA,Approved,-166,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
1733592,358108,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-342,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2294514,153259,Cash loans,26574.255,225000.0,289732.5,,225000.0,FRIDAY,13,Y,1,,,,Payments on other loans,Refused,-327,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,,,,,,
2168362,244701,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-374,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1327462,124423,Cash loans,23562.675,684000.0,801373.5,,684000.0,TUESDAY,11,Y,1,,,,XNA,Approved,-442,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-412.0,1358.0,-52.0,-45.0,1.0
1633545,220091,Cash loans,,0.0,0.0,,,SATURDAY,12,Y,1,,,,XNA,Canceled,-325,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1785748,172325,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-309,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2206146,293382,Cash loans,59698.17,643500.0,753925.5,,643500.0,TUESDAY,8,Y,1,,,,XNA,Approved,-55,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,,,,,,
2311782,205913,Cash loans,18048.015,468000.0,542133.0,,468000.0,TUESDAY,11,Y,1,,,,XNA,Refused,-176,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
1928066,385147,Revolving loans,9000.0,0.0,180000.0,,,MONDAY,11,Y,1,,,,XAP,Approved,-778,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
2561118,188628,Cash loans,8086.32,67500.0,80928.0,,67500.0,THURSDAY,10,Y,1,,,,XNA,Approved,-964,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-934.0,-604.0,-634.0,-625.0,1.0
1167993,310354,Cash loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XNA,Canceled,-202,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1060323,377125,Cash loans,22059.0,225000.0,283131.0,,225000.0,SATURDAY,9,Y,1,,,,XNA,Approved,-1071,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-1041.0,-531.0,-711.0,-706.0,1.0
1090234,398975,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-453,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1250709,438887,Cash loans,11110.365,135000.0,170640.0,,135000.0,SATURDAY,8,Y,1,,,,Other,Refused,-194,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,,,,,,
1601305,328893,Cash loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-182,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1187050,324217,Cash loans,47041.335,450000.0,470790.0,,450000.0,MONDAY,11,Y,1,,,,XNA,Approved,-831,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-801.0,-471.0,-621.0,-614.0,1.0
1601033,139555,Cash loans,18235.08,225000.0,269550.0,,225000.0,WEDNESDAY,8,Y,1,,,,Other,Refused,-799,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
1574556,394431,Consumer loans,3680.595,33493.5,33493.5,0.0,33493.5,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-676,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-638.0,-368.0,-368.0,-366.0,0.0
2537512,403549,Consumer loans,3066.885,44955.0,31455.0,13500.0,44955.0,SATURDAY,18,Y,1,0.32705432705432697,,,XAP,Approved,-1347,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,25,Connectivity,12.0,middle,POS mobile with interest,365243.0,-1310.0,-980.0,-980.0,-975.0,0.0
2561133,356292,Cash loans,11386.17,90000.0,95940.0,,90000.0,TUESDAY,11,Y,1,,,,Purchase of electronic equipment,Approved,-498,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Country-wide,-1,Connectivity,12.0,high,Cash Street: high,365243.0,-468.0,-138.0,-138.0,-136.0,1.0
2611473,384267,Revolving loans,,0.0,0.0,,,SATURDAY,12,Y,1,,,,XAP,Canceled,-208,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2676858,320504,Cash loans,,0.0,0.0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-268,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2751184,202149,Cash loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-210,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2291314,202149,Cash loans,22254.75,225000.0,225000.0,,225000.0,MONDAY,13,Y,1,,,,XNA,Approved,-210,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-180.0,150.0,-90.0,-85.0,0.0
1936140,255377,Revolving loans,27000.0,540000.0,540000.0,,540000.0,SATURDAY,10,Y,1,,,,XAP,Refused,-471,XNA,HC,Family,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
2060046,246514,Revolving loans,13500.0,270000.0,270000.0,,270000.0,TUESDAY,17,Y,1,,,,XAP,Approved,-204,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1965558,394083,Cash loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-266,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1287121,203538,Consumer loans,8173.665,87826.5,87826.5,0.0,87826.5,TUESDAY,14,Y,1,0.0,,,XAP,Approved,-288,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,30,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-258.0,72.0,365243.0,365243.0,0.0
2285603,250370,Revolving loans,38250.0,765000.0,765000.0,,765000.0,MONDAY,14,N,1,,,,XAP,Refused,-448,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,,,,,,
1356350,178273,Consumer loans,11483.1,126000.0,126000.0,0.0,126000.0,WEDNESDAY,12,Y,1,0.0,,,XAP,Approved,-399,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-368.0,-38.0,-38.0,-31.0,0.0
2653008,426436,Consumer loans,22497.75,225000.0,202500.0,22500.0,225000.0,TUESDAY,12,Y,1,0.1089090909090909,,,XAP,Approved,-2639,Cash through the bank,XAP,Family,Repeater,Construction Materials,POS,XNA,Stone,124,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2607.0,-2337.0,-2427.0,-2424.0,0.0
1695734,128250,Cash loans,,0.0,0.0,,,FRIDAY,16,Y,1,,,,XNA,Canceled,-332,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1642990,240111,Cash loans,10760.22,90000.0,115893.0,,90000.0,SATURDAY,14,Y,1,,,,XNA,Approved,-1605,Cash through the bank,XAP,Children,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,365243.0,-1575.0,-1065.0,-1065.0,-1058.0,1.0
1208295,431417,Cash loans,9765.99,90000.0,121968.0,,90000.0,FRIDAY,12,Y,1,,,,XNA,Approved,-742,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,365243.0,-712.0,-22.0,-232.0,-229.0,1.0
2220004,351258,Consumer loans,4919.445,28755.0,24511.5,5400.0,28755.0,TUESDAY,10,Y,1,0.19661638196315487,,,XAP,Approved,-2831,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,25,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2800.0,-2650.0,-2710.0,-2707.0,1.0
1354525,360598,Consumer loans,3372.48,29205.0,25281.0,5850.0,29205.0,TUESDAY,11,Y,1,0.2046571526189913,,,XAP,Approved,-2494,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2463.0,-2193.0,-2193.0,-2188.0,1.0
1901975,404221,Consumer loans,8252.01,70200.0,70200.0,0.0,70200.0,WEDNESDAY,14,Y,1,0.0,,,XAP,Approved,-140,Cash through the bank,XAP,,Repeater,Auto Accessories,POS,XNA,Stone,25,Auto technology,10.0,middle,POS other with interest,365243.0,-102.0,168.0,365243.0,365243.0,0.0
2628240,354827,Consumer loans,14342.04,89460.0,71460.0,18000.0,89460.0,SATURDAY,15,Y,1,0.21913297969635992,,,XAP,Approved,-2914,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,50,Furniture,6.0,low_normal,POS industry with interest,365243.0,-2882.0,-2732.0,-2732.0,-2724.0,0.0
1265460,372385,Consumer loans,8145.63,65565.0,71334.0,0.0,65565.0,SUNDAY,10,Y,1,0.0,,,XAP,Approved,-168,Non-cash from your account,XAP,Children,New,Consumer Electronics,POS,XNA,Stone,25,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-135.0,135.0,365243.0,365243.0,0.0
1202704,303335,Consumer loans,18477.135,166956.75,166954.5,2.25,166956.75,WEDNESDAY,16,Y,1,1.4677181638086176e-05,,,XAP,Refused,-348,Cash through the bank,HC,Family,Repeater,Computers,POS,XNA,Country-wide,300,Consumer electronics,10.0,low_normal,POS household without interest,,,,,,
1227185,145410,Consumer loans,7357.68,41399.73,41386.5,4144.23,41399.73,SATURDAY,14,Y,1,0.09912960363652894,,,XAP,Approved,-754,Cash through the bank,XAP,,New,Photo / Cinema Equipment,POS,XNA,Country-wide,300,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-723.0,-573.0,-633.0,-613.0,0.0
2459456,250771,Consumer loans,6684.84,69750.0,55800.0,13950.0,69750.0,SUNDAY,12,Y,1,0.2178181818181818,,,XAP,Approved,-1831,Cash through the bank,XAP,Children,New,Furniture,POS,XNA,Stone,269,Furniture,10.0,middle,POS industry with interest,365243.0,-1798.0,-1528.0,-1528.0,-1523.0,0.0
1533675,397975,Revolving loans,11250.0,225000.0,225000.0,,225000.0,WEDNESDAY,15,Y,1,,,,XAP,Refused,-632,XNA,LIMIT,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),15,XNA,0.0,XNA,Card Street,,,,,,
2771388,129989,Cash loans,31408.65,292500.0,292500.0,0.0,292500.0,SATURDAY,9,Y,1,0.0,,,XNA,Refused,-2491,XNA,SCO,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,middle,Cash Street: middle,,,,,,
1544000,179431,Cash loans,9814.5,135000.0,135000.0,0.0,135000.0,MONDAY,13,Y,1,0.0,,,XNA,Approved,-2800,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,20.0,middle,Cash Street: middle,365243.0,-2770.0,-2200.0,-2200.0,-2192.0,0.0
2220001,393635,Consumer loans,9058.185,70825.5,77058.0,0.0,70825.5,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-792,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,939,Consumer electronics,10.0,middle,POS household with interest,365243.0,-761.0,-491.0,-641.0,-636.0,0.0
2783429,216827,Consumer loans,7726.455,111649.5,129334.5,0.0,111649.5,TUESDAY,13,Y,1,0.0,,,XAP,Approved,-727,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,939,Consumer electronics,18.0,low_action,POS household without interest,365243.0,-696.0,-186.0,-246.0,-239.0,0.0
1049973,312519,Consumer loans,8443.035,42957.0,45225.0,0.0,42957.0,TUESDAY,20,Y,1,0.0,,,XAP,Approved,-448,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Country-wide,939,Consumer electronics,6.0,middle,POS household with interest,365243.0,-417.0,-267.0,-267.0,-261.0,0.0
1713004,225312,Consumer loans,6336.315,114858.0,137601.0,0.0,114858.0,WEDNESDAY,13,Y,1,0.0,,,XAP,Refused,-1537,Cash through the bank,HC,Family,Repeater,Computers,POS,XNA,Country-wide,939,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
2555936,311419,Cash loans,11061.0,90000.0,90000.0,0.0,90000.0,THURSDAY,12,Y,1,0.0,,,XNA,Refused,-2751,XNA,SCO,,Repeater,XNA,Cash,x-sell,Country-wide,15,Consumer electronics,10.0,middle,Cash Street: middle,,,,,,
2050989,330895,Consumer loans,4166.28,27130.5,25083.0,3600.0,27130.5,TUESDAY,10,Y,1,0.13669167356020195,,,XAP,Approved,-1452,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,37,Connectivity,8.0,high,POS mobile with interest,365243.0,-1418.0,-1208.0,-1208.0,-1195.0,0.0
1795633,375212,Cash loans,,0.0,0.0,,,SATURDAY,19,Y,1,,,,XNA,Refused,-173,XNA,HC,,Repeater,XNA,XNA,XNA,Country-wide,20,Connectivity,,XNA,Cash,,,,,,
1887633,170019,Consumer loans,11202.255,121410.0,109269.0,12141.0,121410.0,THURSDAY,19,Y,1,0.1089090909090909,,,XAP,Approved,-372,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,100,Consumer electronics,12.0,middle,POS mobile with interest,365243.0,-341.0,-11.0,-281.0,-278.0,0.0
1889112,289922,Revolving loans,12375.0,247500.0,247500.0,,247500.0,SATURDAY,8,N,1,,,,XAP,Refused,-119,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,,,,,,
